"LOINC_NUM","LONG_COMMON_NAME"
"61241-6","Casein IgE Ab/IgE total in Serum"
"6124-2","Giant Ragweed IgE Ab [Units/volume] in Serum"
"61242-4","Chaetomium globosum IgE Ab/IgE total in Serum"
"61243-2","Goosefoot IgE Ab/IgE total in Serum"
"61244-0","Chick Pea IgE Ab/IgE total in Serum"
"61245-7","Cinnamon IgE Ab/IgE total in Serum"
"61246-5","Lemon IgE Ab/IgE total in Serum"
"61247-3","Grapefruit IgE Ab/IgE total in Serum"
"61248-1","Orange IgE Ab/IgE total in Serum"
"61249-9","Cladosporium herbarum IgE Ab/IgE total in Serum"
"61250-7","Coffee IgE Ab/IgE total in Serum"
"61251-5","Japanese Cedar IgE Ab/IgE total in Serum"
"61252-3","Pumpkin Seed IgE Ab/IgE total in Serum"
"61253-1","Arizona Cypress IgE Ab/IgE total in Serum"
"61254-9","Italian Cypress IgE Ab/IgE total in Serum"
"61255-6","Bermuda grass IgE Ab/IgE total in Serum"
"61256-4","Cocksfoot IgE Ab/IgE total in Serum"
"61257-2","Dermatophagoides microceras IgE Ab/IgE total in Serum"
"61258-0","European house dust mite IgE Ab/IgE total in Serum"
"6125-9","Gluten IgE Ab [Units/volume] in Serum"
"61259-8","Whitefaced Hornet IgE Ab/IgE total in Serum"
"61260-6","Erythromycin IgE Ab/IgE total in Serum"
"61261-4","Gum-Tree IgE Ab/IgE total in Serum"
"61262-2","Buckwheat IgE Ab/IgE total in Serum"
"61263-0","American Beech IgE Ab/IgE total in Serum"
"61264-8","Meadow Fescue IgE Ab/IgE total in Serum"
"61265-5","Fennel Seed IgE Ab/IgE total in Serum"
"61266-3","Strawberry IgE Ab/IgE total in Serum"
"6126-7","Glycyphagus domesticus IgE Ab [Units/volume] in Serum"
"61267-1","False ragweed IgE Ab/IgE total in Serum"
"61268-9","Codfish IgG Ab/IgE total in Serum"
"61269-7","Gelatin IgE Ab/IgE total in Serum"
"61270-5","Gluten IgE Ab/IgE total in Serum"
"61271-3","Soybean IgE Ab/IgE total in Serum"
"61272-1","Sunflower Seed IgE Ab/IgE total in Serum"
"61273-9","Barley IgE Ab/IgE total in Serum"
"61274-7","House dust Greer IgE Ab/IgE total in Serum"
"6127-5","Goat epithelium IgE Ab [Units/volume] in Serum"
"61275-4","Hop IgE Ab/IgE total in Serum"
"61276-2","Insulin porcine IgE Ab/IgE total in Serum"
"61277-0","Isocyanate HDI IgE Ab/IgE total in Serum"
"61278-8","Isocyanate TDI IgE Ab/IgE total in Serum"
"61279-6","English Walnut IgE Ab/IgE total in Serum"
"61280-4","Lettuce IgE Ab/IgE total in Serum"
"61281-2","Squid IgE Ab/IgE total in Serum"
"61282-0","Perennial rye grass IgE Ab/IgE total in Serum"
"6128-3","Goldenrod IgE Ab [Units/volume] in Serum"
"61283-8","Macadamia IgE Ab/IgE total in Serum"
"61284-6","Cajeput tree IgE Ab/IgE total in Serum"
"61285-3","Bass, Black IgE Ab/IgE total in Serum"
"61286-1","White mulberry IgE Ab/IgE total in Serum"
"61287-9","Banana IgE Ab/IgE total in Serum"
"61288-7","Basil IgE Ab/IgE total in Serum"
"61289-5","Trout IgE Ab/IgE total in Serum"
"61290-3","Oregano IgE Ab/IgE total in Serum"
"6129-1","Goose feather IgE Ab [Units/volume] in Serum"
"61291-1","Rice IgE Ab/IgE total in Serum"
"61292-9","Oyster IgE Ab/IgE total in Serum"
"61293-7","Passion fruit IgE Ab/IgE total in Serum"
"61294-5","Avocado IgE Ab/IgE total in Serum"
"61295-2","Parsley IgE Ab/IgE total in Serum"
"61296-0","Timothy IgE Ab/IgE total in Serum"
"61297-8","Phthalic anhydride IgE Ab/IgE total in Serum"
"61298-6","Spruce IgE Ab/IgE total in Serum"
"61299-4","Eastern White Pine IgE Ab/IgE total in Serum"
"613-0","Fungal strain [Type] in Isolate by Fungus subtyping"
"61300-0","Pea IgE Ab/IgE total in Serum"
"61301-8","English plantain IgE Ab/IgE total in Serum"
"61302-6","London Plane IgE Ab/IgE total in Serum"
"61303-4","Kentucky blue grass IgE Ab/IgE total in Serum"
"61304-2","Cottonwood IgE Ab/IgE total in Serum"
"61305-9","Mesquite IgE Ab/IgE total in Serum"
"61306-7","Cherry IgE Ab/IgE total in Serum"
"61307-5","Pear IgE Ab/IgE total in Serum"
"61308-3","Rhizopus nigricans IgE Ab/IgE total in Serum"
"6130-9","Goose meat IgE Ab [Units/volume] in Serum"
"61309-1","Sheep Sorrel IgE Ab/IgE total in Serum"
"61310-9","Willow IgE Ab/IgE total in Serum"
"61311-7","Saltwort IgE Ab/IgE total in Serum"
"61312-5","Rye IgE Ab/IgE total in Serum"
"61313-3","Sesame Seed IgE Ab/IgE total in Serum"
"61314-1","Sheep wool IgE Ab/IgE total in Serum"
"61315-8","Red Imported Fire Ant IgE Ab/IgE total in Serum"
"61316-6","Goldenrod IgE Ab/IgE total in Serum"
"6131-7","Grapefruit IgE Ab [Units/volume] in Serum"
"61317-4","Spinach IgE Ab/IgE total in Serum"
"61318-2","Dandelion IgE Ab/IgE total in Serum"
"61319-0","Cocoa IgE Ab/IgE total in Serum"
"61320-8","Scad IgE Ab/IgE total in Serum"
"61321-6","Trimellitic anhydride (TMA) IgE Ab/IgE total in Serum"
"61322-4","White Elm IgE Ab/IgE total in Serum"
"61323-2","Cranberry IgE Ab/IgE total in Serum"
"61324-0","Vanilla IgE Ab/IgE total in Serum"
"6132-5","Green Coffee Bean IgE Ab [Units/volume] in Serum"
"61325-7","European Hornet IgE Ab/IgE total in Serum"
"61326-5","Cocklebur IgE Ab/IgE total in Serum"
"61327-3","Corn IgE Ab/IgE total in Serum"
"61328-1","Ginger IgE Ab/IgE total in Serum"
"61329-9","Cucumber IgE Ab/IgE total in Serum"
"61330-7","Pine Nut IgE Ab/IgE total in Serum"
"61331-5","Beef IgE Ab/IgE total in Serum"
"61332-3","Cow milk IgE Ab/IgE total in Serum"
"6133-3","Green Nimitti IgE Ab [Units/volume] in Serum"
"61333-1","Dog dander IgE Ab/IgE total in Serum"
"61334-9","Dog epithelium IgE Ab/IgE total in Serum"
"61335-6","Goat milk IgE Ab/IgE total in Serum"
"61336-4","Cochineal extract IgE Ab/IgE total in Serum"
"61337-2","Chicken feather IgE Ab/IgE total in Serum"
"61338-0","Egg white IgE Ab/IgE total in Serum"
"61339-8","Egg yolk IgE Ab/IgE total in Serum"
"61340-6","Cottonseed IgE Ab/IgE total in Serum"
"6134-1","Guinea pig epithelium IgE Ab [Units/volume] in Serum"
"61341-4","Gerbil epithelium IgE Ab/IgE total in Serum"
"61342-2","Mouse urine proteins IgE Ab/IgE total in Serum"
"61343-0","Ferret epithelium IgE Ab/IgE total in Serum"
"61344-8","Sheep epithelium IgE Ab/IgE total in Serum"
"61345-5","Flounder IgE Ab/IgE total in Serum"
"61346-3","Rat urine proteins IgE Ab/IgE total in Serum"
"61347-1","Pork IgE Ab/IgE total in Serum"
"61348-9","Cockatiel droppings IgE Ab/IgE total in Serum"
"61349-7","Cockatiel feather IgE Ab/IgE total in Serum"
"61350-5","Lymphocyte proliferation stimulated by 2.5 ug concanavalin A in Blood"
"61351-3","Lymphocyte proliferation stimulated by 0.6 ug pokeweed mitogen in Blood"
"61352-1","Lymphocyte proliferation stimulated by 2.5 ug pokeweed mitogen in Blood"
"61353-9","Lymphocyte proliferation stimulated by 10 ug phytohemagglutinin in Blood"
"61354-7","Lymphocyte proliferation stimulated by 40 ug phytohemagglutinin in Blood"
"61355-4","Capreomycin 5 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria"
"61356-2","Medication pharmaceutical advice.extended Document"
"61357-0","Medication pharmaceutical advice.brief Document"
"6135-8","Hamster epithelium IgE Ab [Units/volume] in Serum"
"61358-8","Surgical operation consent Document"
"61359-6","Anesthesia consent Document"
"61360-4","Acinetobacter baumannii DNA [Presence] in Specimen by NAA with probe detection"
"61361-2","Klebsiella aerogenes DNA [Presence] in Specimen by NAA with probe detection"
"61362-0","Enterococcus faecalis DNA [Presence] in Specimen by NAA with probe detection"
"61363-8","Adenovirus 3+4+7+21 DNA [Presence] in Specimen by NAA with probe detection"
"61364-6","Echovirus+Coxsackievirus RNA [Presence] in Specimen by NAA with probe detection"
"61365-3","Parainfluenza virus RNA [Presence] in Specimen by NAA with probe detection"
"6136-6","Hazelnut IgE Ab [Units/volume] in Serum"
"61366-1","Haemophilus influenzae DNA [Presence] in Specimen by NAA with probe detection"
"61367-9","Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection"
"61368-7","Campylobacter jejuni DNA [Presence] in Specimen by NAA with probe detection"
"61369-5","Listeria monocytogenes DNA [Presence] in Specimen by NAA with probe detection"
"61370-3","Salmonella enterica DNA [Presence] in Specimen by NAA with probe detection"
"61371-1","Vibrio cholerae DNA [Presence] in Specimen by NAA with probe detection"
"61372-9","Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection"
"61373-7","Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection"
"6137-4","Hazelnut Pollen IgE Ab [Units/volume] in Serum"
"61374-5","Human papilloma virus 26 DNA [Presence] in Specimen by NAA with probe detection"
"61375-2","Human papilloma virus 31 DNA [Presence] in Specimen by NAA with probe detection"
"61376-0","Human papilloma virus 33 DNA [Presence] in Specimen by NAA with probe detection"
"61377-8","Human papilloma virus 35 DNA [Presence] in Specimen by NAA with probe detection"
"61378-6","Human papilloma virus 39 DNA [Presence] in Specimen by NAA with probe detection"
"61379-4","Human papilloma virus 44 DNA [Presence] in Specimen by NAA with probe detection"
"61380-2","Human papilloma virus 45 DNA [Presence] in Specimen by NAA with probe detection"
"61381-0","Human papilloma virus 51 DNA [Presence] in Specimen by NAA with probe detection"
"6138-2","Setomelanomma rostrata IgE Ab [Units/volume] in Serum"
"61382-8","Human papilloma virus 52 DNA [Presence] in Specimen by NAA with probe detection"
"61383-6","Human papilloma virus 53 DNA [Presence] in Specimen by NAA with probe detection"
"61384-4","Human papilloma virus 58 DNA [Presence] in Specimen by NAA with probe detection"
"61385-1","Human papilloma virus 59 DNA [Presence] in Specimen by NAA with probe detection"
"61386-9","Human papilloma virus 66 DNA [Presence] in Specimen by NAA with probe detection"
"61387-7","Human papilloma virus 67 DNA [Presence] in Specimen by NAA with probe detection"
"61388-5","Human papilloma virus 68 DNA [Presence] in Specimen by NAA with probe detection"
"61389-3","Human papilloma virus 69 DNA [Presence] in Specimen by NAA with probe detection"
"6139-0","Herring IgE Ab [Units/volume] in Serum"
"61390-1","Human papilloma virus 70 DNA [Presence] in Specimen by NAA with probe detection"
"61391-9","Human papilloma virus 73 DNA [Presence] in Specimen by NAA with probe detection"
"61392-7","Human papilloma virus 82 DNA [Presence] in Specimen by NAA with probe detection"
"61393-5","Human papilloma virus 6 DNA [Presence] in Specimen by NAA with probe detection"
"61394-3","Human papilloma virus 11 DNA [Presence] in Specimen by NAA with probe detection"
"61395-0","Human papilloma virus 42 DNA [Presence] in Specimen by NAA with probe detection"
"61396-8","Human papilloma virus 56 DNA [Presence] in Specimen by NAA with probe detection"
"61397-6","Enterococcus faecium DNA [Presence] in Specimen by NAA with probe detection"
"61398-4","Escherichia coli DNA [Presence] in Specimen by NAA with probe detection"
"61399-2","Klebsiella pneumoniae DNA [Presence] in Specimen by NAA with probe detection"
"61400-8","Proteus mirabilis DNA [Presence] in Specimen by NAA with probe detection"
"61401-6","Pseudomonas aeruginosa DNA [Presence] in Specimen by NAA with probe detection"
"61402-4","Serratia marcescens DNA [Presence] in Specimen by NAA with probe detection"
"61403-2","Stenotrophomonas maltophilia DNA [Presence] in Specimen by NAA with probe detection"
"61404-0","Staphylococcus aureus DNA [Presence] in Specimen by NAA with probe detection"
"61405-7","Staphylococcus epidermidis DNA [Presence] in Specimen by NAA with probe detection"
"61406-5","XXX blood group Ab [Titer] in Serum or Plasma"
"61407-3","Amitriptyline/Creatinine [Mass Ratio] in Urine"
"6140-8","Deprecated Hickory Ab.IgE"
"61408-1","Cyclobenzaprine/Creatinine [Mass Ratio] in Urine"
"61409-9","Cyclobenzaprine [Presence] in Urine by Confirmatory method"
"61410-7","Cyclobenzaprine [Mass/volume] in Urine by Confirmatory method"
"61411-5","Desipramine/Creatinine [Mass Ratio] in Urine"
"61412-3","Desipramine [Presence] in Urine by Confirmatory method"
"61413-1","Desipramine [Mass/volume] in Urine by Confirmatory method"
"61414-9","Doxepin/Creatinine [Mass Ratio] in Urine"
"61415-6","Doxepin [Presence] in Urine by Confirmatory method"
"6141-6","Hop IgE Ab [Units/volume] in Serum"
"61416-4","Doxepin [Mass/volume] in Urine by Confirmatory method"
"61417-2","Imipramine/Creatinine [Mass Ratio] in Urine"
"61418-0","Imipramine [Presence] in Urine by Confirmatory method"
"61419-8","Imipramine [Mass/volume] in Urine by Confirmatory method"
"61420-6","Norhydrocodone/Creatinine [Mass Ratio] in Urine"
"61421-4","Norhydrocodone [Presence] in Urine by Confirmatory method"
"61422-2","Norhydrocodone [Mass/volume] in Urine by Confirmatory method"
"61423-0","Noroxycodone/Creatinine [Mass Ratio] in Urine"
"6142-4","Hornet venom IgE Ab [Units/volume] in Serum"
"61424-8","Noroxycodone [Presence] in Urine by Confirmatory method"
"61425-5","Noroxycodone [Mass/volume] in Urine by Confirmatory method"
"61426-3","Nortriptyline/Creatinine [Mass Ratio] in Urine"
"61427-1","Nortriptyline [Presence] in Urine by Confirmatory method"
"61428-9","Nortriptyline [Mass/volume] in Urine by Confirmatory method"
"61429-7","Tapentadol/Creatinine [Mass Ratio] in Urine"
"61430-5","Aquaporin 4 water channel Ab [Units/volume] in Serum or Plasma by Immunoassay"
"61431-3","Deprecated PhenX measure - breastfeeding"
"6143-2","Horse dander IgE Ab [Units/volume] in Serum"
"61432-1","How old was sample person when he or she was first fed something other than breast milk or water [PhenX]"
"61433-9","How old was sample person when he or she completely stopped breastfeeding or being fed breast milk [PhenX]"
"61434-7","Was sample person ever breastfed or fed breast milk [PhenX]"
"61435-4","Deprecated Deprecated Calcium Intake (Daily) Protocols PhenX"
"61436-2","PhenX - calcium intake - pediatric protocol 050201"
"61437-0","How often did you eat bread, toast or dinner rolls, including bread as part of a sandwich in past 30 days [PhenX]"
"61438-8","Each time you ate bread, toast or dinner rolls, how much did you usually eat in the past 30 days [PhenX]"
"61439-6","How often did you eat cold cereal in the past 30 days [PhenX]"
"6144-0","Horse Fly IgE Ab [Units/volume] in Serum"
"61440-4","Deprecated When you ate cold cereal, how much did you usually eat in the past 30 days PhenX"
"61441-2","How often did you eat cheese in the past 30 days [PhenX]"
"61442-0","Each time you ate cheese, how much did you usually eat in the past 30 days [PhenX]"
"61443-8","How often did you eat ice cream, ice cream bars, milk shakes, or frozen yogurt in the past 30 days [PhenX]"
"61444-6","Each time you ate ice cream, ice cream bars, milkshakes, or frozen yogurt, how much did you usually eat in the past 30 days [PhenX]"
"61445-3","How often did you eat macaroni and cheese in the past 30 days [PhenX]"
"61446-1","Each time you ate macaroni and cheese, how much did you usually eat in the past 30 days [PhenX]"
"61447-9","How often did you eat Mexican foods such as tacos, tostados, burritos, tamales, fajitas, enchiladas, quesadillas, or chimichangas in the past 30 days [PhenX]"
"61448-7","Each time you ate Mexican foods, how much did you usually eat in the past 30 days [PhenX]"
"61449-5","How often did you drink milk as a beverage in the past 30 days [PhenX]"
"61450-3","Each time you drank milk, how much did you usually drink in the past 30 days [PhenX]"
"61451-1","What kind of milk did you usually drink in the past 30 days [PhenX]"
"61452-9","How often was the orange juice you drank calcium fortified in the past 30 days [PhenX]"
"61453-7","How often did you drink 100% orange juice in the past 30 days [PhenX]"
"61454-5","Each time you drank orange juice, how much did you usually drink in the past 30 days [PhenX]"
"61455-2","How often did you eat pizza in the past 30 days [PhenX]"
"61456-0","Each time you ate pizza, how much did you usually eat in past 30 days [PhenX]"
"6145-7","House dust IgE Ab [Units/volume] in Serum"
"61457-8","How often did you eat yogurt in past 30 days [PhenX]"
"61458-6","Deprecated PhenX measure - calcium intake"
"61459-4","How often did you eat cooked dried beans, such as refried beans, baked beans, bean soup, and pork and beans in past 30 days [PhenX]"
"61460-2","How often did you eat hot or cold cereals in past 30 days [PhenX]"
"61461-0","Deprecated When you ate cereal, which kinds did you usually eat in past 30D"
"61462-8","How often did you eat any kind of cheese in past 30 days [PhenX]"
"61463-6","How often did you eat cookies, cake, pie, or brownies in past 30 days [PhenX]"
"61464-4","Deprecated How often did you eat DOUGHNUTS, sweet rolls, Danish, muffins, or pop-tarts in past 30 days PhenX"
"6146-5","Deprecated House dust IgE Ab [Units/volume] in Serum"
"61465-1","How often did you eat french fries, home fries, or hash brown potatoes in past 30 days [PhenX]"
"61466-9","Deprecated How often did you drink FRUIT-FLAVORED DRINKS with sugar (such as Kool-aid, Hi-C, lemonade, or cranberry cocktail) in past 30 days PhenX"
"61467-7","Deprecated How often did you eat FRUIT in past 30 days PhenX"
"61468-5","How often did you drink 100 % fruit juice, such as orange, mango, apple, and grape juices in past 30 days [PhenX]"
"61469-3","Each time you ate cold cereal, how much did you usually eat in the past 30 days [PhenX]"
"61470-1","Deprecated Not counting lettuce salads, white potatoes, cooked dried beans, and not counting rice, how often did you eat OTHER VEGETABLES in past 30 days PhenX"
"61471-9","Deprecated How often did you eat a green leafy or lettuce SALAD, with or without other vegetables, in past 30 days PhenX"
